Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Season,Cluster
Zaza Pachulia,30.0,MIL,5.0,73.0,45.0,1730.0,15.6,0.506,0.006,0.302,13.1,19.9,16.5,16.2,2.4,1.0,18.2,19.1,1.3,2.9,4.2,0.116,-0.4,0.8,0.4,1.0,,2015.0,4
Patrick Beverley,26.0,HOU,1.0,56.0,55.0,1727.0,11.3,0.509,0.607,0.113,4.3,10.8,7.6,17.2,1.7,1.0,12.9,16.1,1.7,1.8,3.5,0.096,-0.4,0.5,0.1,0.9,DPOY-15,2015.0,3
Isaiah Thomas,25.0,2TM,1.0,67.0,1.0,1726.0,20.6,0.579,0.434,0.437,2.1,7.7,4.9,27.2,1.6,0.2,13.1,27.8,5.0,1.1,6.1,0.169,4.1,-0.9,3.2,2.3,6MOY-2,2015.0,3
Isaiah Thomas,25.0,PHO,1.0,46.0,1.0,1181.0,19.7,0.579,0.404,0.412,2.4,7.8,5.1,23.6,1.9,0.3,12.8,25.8,3.2,0.7,4.0,0.162,3.2,-0.8,2.5,1.4,,2015.0,0
Jerryd Bayless,26.0,MIL,1.0,77.0,4.0,1717.0,11.1,0.519,0.233,0.266,1.5,12.5,7.0,21.0,1.8,0.6,18.8,18.6,0.3,2.0,2.4,0.066,-2.5,0.4,-2.1,0.0,,2015.0,3
Jared Dudley,29.0,MIL,2.0,72.0,22.0,1717.0,12.3,0.572,0.454,0.158,3.0,11.6,7.3,11.5,2.1,0.5,12.1,13.5,2.0,2.1,4.1,0.116,-0.5,1.0,0.6,1.1,,2015.0,5
Jamal Crawford,34.0,LAC,2.0,64.0,4.0,1703.0,16.6,0.532,0.434,0.3,1.2,6.9,4.1,14.9,1.8,0.7,8.8,27.6,2.5,1.2,3.6,0.102,1.9,-1.2,0.7,1.2,6MOY-3,2015.0,3
O.J. Mayo,27.0,MIL,2.0,71.0,15.0,1697.0,13.5,0.529,0.395,0.198,2.0,10.5,6.3,19.4,1.7,0.9,14.4,23.6,0.9,1.9,2.8,0.079,-0.2,-0.4,-0.6,0.6,,2015.0,1
Nenê,32.0,WAS,4.0,67.0,58.0,1693.0,14.3,0.534,0.008,0.336,5.7,17.0,11.5,12.0,2.0,1.0,15.2,21.8,0.5,2.5,3.0,0.086,-1.7,0.9,-0.8,0.5,,2015.0,5
Carlos Boozer,33.0,LAL,4.0,71.0,26.0,1692.0,16.4,0.517,0.0,0.202,7.0,25.2,15.7,10.3,1.2,0.6,10.2,23.7,1.2,1.0,2.2,0.062,-0.5,-1.2,-1.7,0.1,,2015.0,4
Taj Gibson,29.0,CHI,4.0,62.0,17.0,1692.0,16.1,0.545,0.0,0.364,10.7,14.6,12.7,6.9,1.1,3.2,11.6,17.6,2.7,2.1,4.8,0.137,-0.5,0.1,-0.4,0.7,6MOY-10,2015.0,4
Devin Harris,31.0,DAL,1.0,76.0,3.0,1685.0,14.8,0.559,0.508,0.309,0.8,8.0,4.4,20.4,2.3,0.7,12.5,18.0,2.9,1.3,4.2,0.12,0.6,0.8,1.4,1.4,,2015.0,3
Tim Hardaway Jr.,22.0,NYK,2.0,70.0,30.0,1681.0,12.1,0.512,0.494,0.218,0.8,10.2,5.4,13.5,0.6,0.7,9.5,23.8,0.8,0.0,0.8,0.023,0.2,-3.0,-2.8,-0.3,,2015.0,2
Wayne Ellington,27.0,LAL,2.0,65.0,36.0,1675.0,11.6,0.504,0.394,0.104,2.0,12.3,6.9,10.2,1.0,0.1,7.2,18.5,1.1,0.1,1.2,0.034,-0.5,-1.8,-2.3,-0.1,,2015.0,1
Ryan Anderson,26.0,NOP,4.0,61.0,5.0,1675.0,15.6,0.524,0.492,0.207,7.3,12.7,10.0,5.4,1.0,0.9,7.2,23.4,2.6,0.9,3.5,0.1,1.8,-2.1,-0.3,0.7,,2015.0,4
Joe Ingles,27.0,UTA,3.0,79.0,32.0,1673.0,9.6,0.533,0.571,0.113,1.5,10.5,6.0,16.8,2.3,0.5,20.9,12.9,0.5,1.6,2.2,0.062,-2.3,1.1,-1.2,0.3,,2015.0,5
Evan Fournier,22.0,ORL,2.0,58.0,32.0,1661.0,12.4,0.546,0.391,0.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,1.5,0.6,2.1,0.059,-0.5,-1.3,-1.8,0.1,,2015.0,2
Luis Scola,34.0,IND,4.0,81.0,16.0,1659.0,16.8,0.515,0.031,0.352,9.3,25.6,17.5,11.0,1.5,0.8,11.3,22.8,1.7,2.7,4.4,0.126,-0.5,0.2,-0.3,0.7,,2015.0,4
Nikola Mirotić,23.0,CHI,4.0,82.0,3.0,1654.0,17.9,0.556,0.502,0.455,4.3,21.8,13.3,9.7,1.7,2.4,10.6,22.8,3.0,2.7,5.7,0.165,1.4,1.0,2.3,1.8,"ROY-2,6MOY-6",2015.0,4
Dante Cunningham,27.0,NOP,4.0,66.0,27.0,1652.0,8.9,0.473,0.029,0.139,4.8,12.8,8.8,4.4,1.5,1.7,8.9,10.9,0.5,1.2,1.6,0.047,-2.8,0.4,-2.5,-0.2,,2015.0,1
Tony Allen,33.0,MEM,2.0,63.0,41.0,1648.0,14.6,0.528,0.064,0.277,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,0.9,3.2,4.1,0.119,-1.5,3.1,1.6,1.5,"DPOY-7,DEF1",2015.0,5
Jae Crowder,24.0,2TM,3.0,82.0,17.0,1647.0,13.9,0.517,0.382,0.259,4.7,14.9,9.7,8.6,2.2,1.2,7.5,17.5,1.9,2.0,3.9,0.113,-0.2,0.7,0.5,1.0,,2015.0,3
Jae Crowder,24.0,BOS,3.0,57.0,17.0,1382.0,14.1,0.512,0.362,0.277,4.7,16.4,10.5,9.0,2.1,1.1,6.9,17.9,1.6,1.8,3.3,0.116,-0.2,0.8,0.6,0.9,,2015.0,5
Jason Terry,37.0,HOU,2.0,77.0,18.0,1641.0,11.4,0.579,0.724,0.108,1.0,7.1,4.1,13.8,2.0,0.9,13.7,14.3,2.0,1.5,3.6,0.104,-0.1,0.6,0.5,1.0,,2015.0,3
Robin Lopez,26.0,POR,5.0,59.0,59.0,1638.0,16.2,0.574,0.002,0.291,12.7,13.1,12.9,5.1,0.5,3.7,12.9,15.5,3.2,1.9,5.1,0.15,0.1,0.1,0.1,0.9,,2015.0,4
Caron Butler,34.0,DET,3.0,78.0,21.0,1623.0,9.3,0.544,0.553,0.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,1.3,1.0,2.4,0.07,-1.9,0.1,-1.7,0.1,,2015.0,3
Kirk Hinrich,34.0,CHI,2.0,66.0,22.0,1610.0,6.8,0.468,0.441,0.131,1.4,6.6,4.1,13.8,1.5,0.6,15.3,13.3,-0.3,1.3,1.0,0.03,-3.8,0.0,-3.8,-0.7,,2015.0,5
Manu Ginóbili,37.0,SAS,2.0,70.0,0.0,1587.0,16.2,0.544,0.438,0.346,2.0,12.8,7.5,28.6,2.2,0.9,18.5,23.9,1.4,2.3,3.7,0.111,0.9,0.9,1.7,1.5,6MOY-8,2015.0,0
Michael Kidd-Gilchrist,21.0,CHO,3.0,55.0,52.0,1587.0,15.1,0.519,0.0,0.444,7.4,21.9,14.4,8.2,1.0,1.9,9.9,18.4,1.6,2.2,3.8,0.114,-1.1,0.6,-0.5,0.6,DPOY-9,2015.0,2
Andrew Bogut,30.0,GSW,5.0,67.0,65.0,1583.0,15.8,0.565,0.0,0.118,9.9,26.5,18.5,15.4,1.2,5.3,22.1,13.2,1.9,3.4,5.2,0.159,-0.9,3.3,2.4,1.8,"DPOY-6,DEF2",2015.0,4
Lance Stephenson,24.0,CHO,2.0,61.0,25.0,1573.0,8.8,0.419,0.191,0.2,2.7,17.1,9.7,25.4,1.2,0.4,17.6,21.1,-2.7,1.8,-0.9,-0.026,-4.3,-0.1,-4.5,-1.0,,2015.0,5
Jared Sullinger,22.0,BOS,4.0,58.0,49.0,1566.0,17.9,0.503,0.26,0.182,10.1,20.9,15.4,14.2,1.4,2.1,9.3,23.6,1.9,2.1,4.0,0.123,1.3,-0.2,1.1,1.2,,2015.0,2
Darren Collison,27.0,SAC,1.0,45.0,45.0,1565.0,17.5,0.575,0.293,0.335,1.4,8.7,5.2,27.2,2.2,0.7,15.1,20.9,3.0,0.8,3.8,0.116,2.3,-0.2,2.1,1.6,,2015.0,0
Trevor Booker,27.0,UTA,4.0,79.0,5.0,1564.0,15.3,0.536,0.181,0.319,10.3,19.0,14.7,9.0,1.5,2.1,14.3,18.1,1.7,1.9,3.6,0.11,-0.3,0.1,-0.2,0.7,,2015.0,4
Austin Rivers,22.0,2TM,2.0,76.0,5.0,1563.0,10.3,0.481,0.264,0.254,2.0,8.9,5.5,14.7,1.6,0.7,10.5,17.9,0.5,1.0,1.5,0.046,-2.5,-0.3,-2.8,-0.3,,2015.0,2
Chris Bosh,30.0,MIA,5.0,44.0,44.0,1556.0,19.8,0.548,0.226,0.311,3.6,20.0,12.0,12.0,1.4,1.4,10.1,28.4,2.1,1.5,3.6,0.111,2.5,-1.3,1.3,1.3,AS,2015.0,0
Iman Shumpert,24.0,2TM,2.0,62.0,25.0,1545.0,11.4,0.497,0.416,0.136,4.1,12.6,8.3,14.2,2.7,0.8,15.4,17.4,0.1,1.4,1.5,0.047,-1.5,0.7,-0.9,0.4,,2015.0,5
Derrick Rose,26.0,CHI,1.0,51.0,51.0,1530.0,15.9,0.493,0.325,0.224,2.6,8.7,5.7,30.7,1.2,0.8,14.9,31.7,0.0,1.2,1.2,0.038,1.6,-2.2,-0.6,0.6,,2015.0,0
Steve Blake,34.0,POR,1.0,81.0,0.0,1529.0,9.5,0.507,0.67,0.125,1.1,8.3,4.8,26.2,1.4,0.2,23.2,13.2,0.7,1.4,2.1,0.066,-1.8,0.0,-1.8,0.1,,2015.0,5
Alex Len,21.0,PHO,5.0,69.0,44.0,1518.0,13.5,0.542,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,1.2,2.1,3.4,0.107,-2.8,1.0,-1.8,0.1,,2015.0,2
Dennis Schröder,21.0,ATL,1.0,77.0,10.0,1516.0,15.7,0.516,0.223,0.269,2.3,9.9,6.2,34.6,1.7,0.2,16.8,27.0,1.1,1.4,2.5,0.08,-0.1,-1.2,-1.3,0.2,6MOY-11,2015.0,2
Rasual Butler,35.0,WAS,3.0,75.0,1.0,1505.0,11.4,0.531,0.455,0.13,2.1,12.4,7.4,6.5,1.0,1.2,8.1,17.9,1.0,1.6,2.6,0.084,-0.5,-0.3,-0.8,0.4,,2015.0,3
Beno Udrih,32.0,MEM,1.0,79.0,12.0,1494.0,15.4,0.55,0.192,0.202,1.5,9.4,5.5,24.0,1.6,0.4,13.9,19.6,2.0,1.6,3.6,0.115,0.3,0.3,0.5,0.9,,2015.0,3
Lance Thomas,26.0,2TM,4.0,62.0,37.0,1490.0,8.0,0.456,0.05,0.224,4.8,9.9,7.3,7.4,1.3,0.4,13.2,17.0,-0.9,0.4,-0.4,-0.014,-3.9,-1.7,-5.6,-1.3,,2015.0,1
Cody Zeller,22.0,CHO,5.0,62.0,45.0,1487.0,14.1,0.53,0.003,0.44,7.0,20.1,13.4,10.9,1.2,2.6,12.2,15.6,1.6,2.2,3.8,0.123,-2.0,1.4,-0.6,0.5,,2015.0,2
Jordan Clarkson,22.0,LAL,1.0,59.0,38.0,1476.0,16.9,0.528,0.203,0.265,4.0,10.5,7.1,23.8,1.8,0.7,12.6,23.0,2.0,0.4,2.4,0.078,1.2,-0.9,0.2,0.8,ROY-7,2015.0,2
Shaun Livingston,29.0,GSW,1.0,78.0,2.0,1468.0,12.9,0.529,0.005,0.23,3.3,10.0,6.7,24.2,1.6,1.0,19.0,15.9,1.5,1.8,3.3,0.107,-1.4,0.6,-0.8,0.4,,2015.0,3
Derrick Williams,23.0,SAC,4.0,74.0,6.0,1462.0,12.8,0.54,0.322,0.404,3.3,12.1,7.8,5.6,1.2,0.2,8.9,18.9,1.7,0.4,2.1,0.069,-0.3,-1.6,-2.0,0.0,,2015.0,1
Jodie Meeks,27.0,DET,2.0,60.0,0.0,1462.0,14.1,0.548,0.397,0.3,0.9,7.1,3.9,8.8,2.1,0.3,8.6,20.1,2.2,0.9,3.1,0.103,-0.3,-0.2,-0.5,0.5,,2015.0,5
Langston Galloway,23.0,NYK,1.0,45.0,41.0,1457.0,12.3,0.489,0.344,0.153,2.9,12.5,7.5,17.6,1.9,0.7,10.1,19.2,0.7,0.6,1.3,0.043,-1.5,-0.9,-2.3,-0.1,,2015.0,1
Brandan Wright,27.0,3TM,4.0,75.0,7.0,1449.0,20.4,0.66,0.008,0.309,9.6,14.7,12.1,4.4,1.7,5.1,7.6,13.6,4.3,1.8,6.1,0.202,2.1,1.6,3.7,2.1,,2015.0,4
Gerald Green,29.0,PHO,2.0,74.0,4.0,1446.0,15.4,0.532,0.497,0.154,2.5,11.7,7.0,10.9,1.4,0.6,11.1,28.4,1.0,1.0,1.9,0.065,1.2,-1.5,-0.3,0.6,,2015.0,3
Cory Joseph,23.0,SAS,1.0,79.0,14.0,1444.0,15.5,0.564,0.107,0.348,3.5,11.4,7.5,19.7,1.6,0.9,12.4,17.0,2.7,1.8,4.5,0.149,0.2,1.3,1.4,1.2,,2015.0,3
Ray McCallum,23.0,SAC,1.0,68.0,30.0,1436.0,12.5,0.496,0.236,0.179,4.3,9.8,7.1,21.3,1.6,0.6,14.4,18.2,0.8,0.5,1.4,0.045,-0.9,-1.1,-2.0,0.0,,2015.0,5
Otto Porter Jr.,21.0,WAS,3.0,74.0,13.0,1432.0,11.6,0.523,0.266,0.202,5.6,11.6,8.7,6.8,1.6,1.7,10.9,15.1,1.0,1.8,2.7,0.092,-1.1,0.6,-0.5,0.6,,2015.0,2
Anthony Tolliver,29.0,2TM,4.0,76.0,11.0,1432.0,11.1,0.569,0.738,0.176,3.7,14.5,9.0,6.3,0.9,0.9,10.8,14.7,1.8,0.9,2.7,0.092,-0.6,-0.8,-1.4,0.2,,2015.0,3
Anthony Tolliver,29.0,DET,4.0,52.0,11.0,1160.0,11.8,0.58,0.715,0.197,4.1,14.3,9.0,6.5,0.9,1.0,10.3,14.8,1.8,0.8,2.5,0.104,-0.4,-0.7,-1.1,0.3,,2015.0,1
Danilo Gallinari,26.0,DEN,3.0,59.0,27.0,1426.0,16.8,0.563,0.53,0.336,2.3,14.7,8.3,9.4,1.6,1.1,8.0,21.5,3.0,1.0,3.9,0.132,2.6,-0.2,2.4,1.6,,2015.0,3
Kelly Olynyk,23.0,BOS,5.0,64.0,13.0,1423.0,15.9,0.558,0.331,0.258,7.0,16.5,11.7,12.2,2.3,2.1,14.3,21.1,1.5,2.1,3.6,0.12,-0.5,0.9,0.4,0.8,,2015.0,4
C.J. Watson,30.0,IND,1.0,57.0,21.0,1422.0,15.4,0.581,0.42,0.4,1.4,11.2,6.3,23.3,2.1,0.5,16.9,18.8,2.2,1.8,4.0,0.135,0.6,0.8,1.3,1.2,,2015.0,0
Omri Casspi,26.0,SAC,3.0,67.0,19.0,1416.0,14.4,0.58,0.204,0.447,4.5,15.9,10.4,11.8,1.1,0.5,14.7,18.7,2.0,0.6,2.7,0.091,0.3,-1.1,-0.8,0.4,,2015.0,4
Tony Snell,23.0,CHI,3.0,72.0,22.0,1412.0,10.2,0.55,0.531,0.148,2.5,10.9,6.8,6.8,1.2,0.6,10.8,14.1,1.2,1.2,2.4,0.082,-1.3,-0.1,-1.4,0.2,,2015.0,1
J.J. Hickson,26.0,DEN,5.0,73.0,8.0,1411.0,14.3,0.504,0.004,0.438,11.1,24.0,17.3,6.5,1.3,1.9,14.9,19.7,0.5,1.4,1.8,0.062,-1.6,-1.1,-2.7,-0.2,,2015.0,4
Jameer Nelson,32.0,3TM,1.0,63.0,29.0,1407.0,12.1,0.503,0.512,0.071,2.5,8.9,5.7,27.8,1.7,0.3,17.3,19.5,0.6,0.8,1.4,0.047,-0.1,-0.9,-1.0,0.4,,2015.0,5
Henry Sims,24.0,PHI,5.0,73.0,32.0,1399.0,14.5,0.521,0.044,0.273,8.9,19.4,13.9,10.7,1.4,1.7,15.0,20.6,0.5,1.5,2.1,0.072,-2.1,-0.7,-2.8,-0.3,,2015.0,1
Chris Kaman,32.0,POR,5.0,74.0,13.0,1398.0,17.3,0.537,0.0,0.186,11.6,25.2,18.5,7.8,0.7,2.8,15.4,22.5,1.1,2.2,3.3,0.112,-0.8,0.1,-0.8,0.4,6MOY-11,2015.0,4
Tayshaun Prince,34.0,3TM,3.0,58.0,16.0,1397.0,12.0,0.504,0.167,0.162,4.1,12.8,8.3,10.3,1.1,0.9,7.5,15.0,1.3,1.2,2.5,0.086,-0.4,-0.2,-0.6,0.5,,2015.0,1
Marco Belinelli,28.0,SAS,2.0,62.0,9.0,1388.0,12.4,0.553,0.489,0.211,2.2,10.5,6.4,10.3,1.1,0.2,10.6,18.8,1.5,1.4,2.9,0.1,-0.3,-0.7,-1.0,0.4,,2015.0,1
Matthew Dellavedova,24.0,CLE,2.0,67.0,13.0,1380.0,8.5,0.493,0.544,0.124,3.1,7.3,5.2,21.1,0.9,0.1,15.9,12.6,1.4,0.5,1.9,0.067,-2.0,-0.8,-2.8,-0.3,,2015.0,5
Jerami Grant,20.0,PHI,3.0,65.0,11.0,1377.0,8.7,0.47,0.443,0.548,3.7,12.3,7.8,9.4,1.5,4.0,16.3,16.5,-0.9,1.4,0.5,0.019,-3.9,0.6,-3.3,-0.5,,2015.0,2
James Johnson,27.0,TOR,4.0,70.0,17.0,1370.0,17.9,0.617,0.126,0.252,5.1,16.5,10.8,11.4,2.0,4.1,15.0,17.4,2.5,1.6,4.1,0.143,0.7,1.7,2.4,1.5,,2015.0,4
Al-Farouq Aminu,24.0,DAL,3.0,74.0,3.0,1366.0,14.4,0.504,0.347,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,1.2,2.0,3.3,0.115,-0.7,1.5,0.7,1.0,,2015.0,5
J.J. Barea,30.0,DAL,1.0,77.0,10.0,1362.0,15.1,0.502,0.312,0.175,1.8,9.0,5.4,29.5,1.2,0.1,10.8,21.2,2.1,0.6,2.7,0.096,0.8,-1.1,-0.3,0.6,,2015.0,3
K.J. McDaniels,21.0,2TM,2.0,62.0,15.0,1352.0,10.6,0.494,0.346,0.306,5.0,11.4,8.0,9.3,1.6,4.2,17.6,19.3,-0.9,1.5,0.6,0.02,-3.1,0.3,-2.8,-0.3,,2015.0,2
K.J. McDaniels,21.0,PHI,2.0,52.0,15.0,1319.0,10.8,0.499,0.351,0.313,5.0,11.3,8.0,9.3,1.7,4.2,17.9,19.2,-0.8,1.4,0.6,0.023,-3.0,0.3,-2.6,-0.2,,2015.0,2
Kosta Koufos,25.0,MEM,5.0,81.0,3.0,1348.0,14.2,0.53,0.0,0.237,10.3,25.8,18.1,4.3,1.1,3.9,14.9,15.8,0.8,2.5,3.3,0.118,-2.0,0.7,-1.2,0.2,,2015.0,4
Kris Humphries,29.0,WAS,4.0,64.0,17.0,1345.0,15.4,0.512,0.016,0.262,10.1,24.4,17.4,6.7,1.3,1.5,8.5,18.3,1.6,2.1,3.8,0.134,-1.0,0.0,-1.0,0.3,,2015.0,4
Brian Roberts,29.0,CHO,1.0,72.0,10.0,1330.0,11.7,0.495,0.427,0.164,1.0,8.2,4.5,20.3,1.3,0.4,10.5,18.6,0.6,1.2,1.8,0.064,-1.5,-0.2,-1.7,0.1,,2015.0,5
Kent Bazemore,25.0,ATL,2.0,75.0,10.0,1324.0,9.7,0.52,0.399,0.302,1.9,16.8,9.6,8.6,2.0,2.1,16.3,15.5,-0.4,1.9,1.6,0.057,-3.2,1.1,-2.1,0.0,,2015.0,3
Ersan İlyasova,27.0,MIL,4.0,58.0,36.0,1319.0,16.8,0.554,0.341,0.192,7.0,17.0,12.0,7.4,1.4,1.2,6.9,22.1,2.3,1.7,4.0,0.146,1.6,-0.5,1.1,1.0,,2015.0,4
Quincy Acy,24.0,NYK,4.0,68.0,22.0,1287.0,11.9,0.533,0.181,0.293,6.9,20.5,13.5,8.7,1.1,1.4,13.8,15.5,1.0,0.7,1.7,0.063,-2.1,-1.0,-3.1,-0.3,,2015.0,1
Chase Budinger,26.0,MIN,3.0,67.0,4.0,1286.0,12.2,0.537,0.367,0.208,2.8,15.1,8.8,8.0,1.7,0.6,10.3,16.3,1.1,0.2,1.3,0.049,-0.5,-1.3,-1.8,0.0,,2015.0,1
Andre Roberson,23.0,OKC,2.0,67.0,65.0,1286.0,9.1,0.513,0.423,0.239,5.1,16.0,10.6,7.4,2.1,1.8,17.2,9.0,0.5,1.6,2.1,0.079,-2.4,1.7,-0.7,0.4,,2015.0,5
Spencer Hawes,26.0,LAC,4.0,73.0,15.0,1274.0,9.8,0.478,0.424,0.164,2.7,19.7,11.4,10.0,1.0,3.4,12.1,17.9,-0.3,1.5,1.2,0.044,-3.0,0.7,-2.3,-0.1,,2015.0,4
José Calderón,33.0,NYK,1.0,42.0,42.0,1270.0,11.3,0.519,0.401,0.09,1.7,9.8,5.6,25.6,1.3,0.0,16.9,16.1,0.8,0.1,0.9,0.033,-1.1,-2.0,-3.0,-0.3,,2015.0,5
George Hill,28.0,IND,1.0,43.0,36.0,1267.0,21.5,0.579,0.361,0.267,2.2,13.3,7.8,31.4,1.8,0.9,10.3,23.8,3.7,1.6,5.4,0.203,4.1,1.2,5.3,2.3,,2015.0,0
Andre Miller,38.0,2TM,1.0,81.0,0.0,1253.0,13.3,0.548,0.117,0.266,3.4,10.2,6.9,34.5,1.3,0.4,24.3,15.3,1.4,0.8,2.2,0.084,-1.1,-1.0,-2.1,0.0,,2015.0,5
Andre Miller,38.0,WAS,1.0,51.0,0.0,631.0,14.3,0.575,0.056,0.275,3.8,9.8,6.9,34.1,1.1,0.3,22.4,14.8,1.0,0.6,1.6,0.124,-0.6,0.0,-0.5,0.2,,2015.0,5
Amar'e Stoudemire,32.0,2TM,4.0,59.0,15.0,1245.0,20.3,0.595,0.008,0.38,9.9,20.5,15.1,6.8,1.2,2.5,12.0,23.8,2.6,1.0,3.6,0.138,1.0,-0.9,0.1,0.7,,2015.0,4
Richard Jefferson,34.0,DAL,3.0,74.0,18.0,1244.0,11.3,0.577,0.478,0.352,2.2,14.0,8.1,7.0,1.3,0.7,12.2,15.3,1.4,0.9,2.3,0.088,-0.8,0.0,-0.8,0.4,,2015.0,1
Bismack Biyombo,22.0,CHO,5.0,64.0,21.0,1243.0,15.2,0.578,0.0,0.941,13.7,22.6,18.0,2.0,0.7,6.3,16.5,11.6,1.8,2.2,4.0,0.156,-2.4,1.3,-1.1,0.3,,2015.0,4
Kevin Séraphin,25.0,WAS,5.0,79.0,0.0,1235.0,12.5,0.535,0.004,0.182,8.1,17.9,13.1,8.0,0.4,3.8,16.8,21.5,0.0,1.7,1.7,0.066,-4.1,0.3,-3.8,-0.6,,2015.0,4
Ryan Kelly,23.0,LAL,4.0,52.0,34.0,1233.0,8.6,0.473,0.434,0.307,1.1,12.4,6.5,10.9,1.2,1.6,9.5,14.0,0.4,0.3,0.7,0.027,-3.0,-0.3,-3.3,-0.4,,2015.0,1
Jonas Jerebko,27.0,2TM,4.0,75.0,0.0,1230.0,15.0,0.549,0.369,0.174,8.0,17.2,12.5,9.0,1.9,1.1,9.7,16.2,2.0,1.4,3.5,0.135,0.2,0.6,0.9,0.9,,2015.0,4
Jonas Jerebko,27.0,DET,4.0,46.0,0.0,703.0,14.5,0.564,0.384,0.182,7.0,15.3,11.0,9.2,2.0,1.2,10.8,15.1,1.2,0.7,1.9,0.13,0.0,1.0,1.0,0.5,,2015.0,5
John Henson,24.0,MIL,5.0,67.0,11.0,1228.0,18.0,0.578,0.0,0.396,11.7,17.4,14.5,7.8,1.2,9.3,17.6,18.1,1.3,2.4,3.6,0.142,-1.5,2.2,0.7,0.8,,2015.0,4
Marreese Speights,27.0,GSW,5.0,76.0,9.0,1207.0,19.5,0.546,0.028,0.276,10.1,18.7,14.5,9.9,0.8,2.1,10.2,29.1,2.2,1.8,4.0,0.158,-0.9,-1.1,-1.9,0.0,6MOY-7,2015.0,4
Pablo Prigioni,37.0,2TM,1.0,67.0,3.0,1197.0,12.2,0.557,0.728,0.18,2.8,8.6,5.7,21.5,3.4,0.1,20.1,11.6,1.3,1.0,2.3,0.092,-1.4,1.3,0.0,0.6,,2015.0,5
Pablo Prigioni,37.0,NYK,1.0,43.0,3.0,795.0,12.7,0.583,0.714,0.161,2.5,9.3,5.8,20.4,3.4,0.1,21.4,12.7,0.7,0.5,1.2,0.075,-1.0,1.0,0.1,0.4,,2015.0,5
Tarik Black,23.0,2TM,5.0,63.0,39.0,1196.0,14.7,0.583,0.004,0.432,12.8,21.4,17.0,5.6,0.8,1.6,12.9,13.8,2.2,0.9,3.1,0.124,-1.0,-1.1,-2.1,0.0,,2015.0,4
Miles Plumlee,26.0,2TM,5.0,73.0,28.0,1194.0,13.4,0.536,0.0,0.181,10.3,19.3,14.8,4.2,1.7,4.3,15.7,12.0,0.9,1.7,2.6,0.103,-1.5,1.0,-0.6,0.4,,2015.0,4
Miles Plumlee,26.0,PHO,5.0,54.0,28.0,1005.0,13.1,0.55,0.0,0.195,10.3,19.7,14.9,3.9,1.7,4.2,17.5,11.2,0.8,1.4,2.1,0.102,-1.7,1.0,-0.7,0.3,,2015.0,4
Gary Neal,30.0,2TM,2.0,54.0,1.0,1193.0,11.1,0.483,0.326,0.268,1.3,11.0,6.0,14.5,1.0,0.1,10.4,23.8,-0.2,0.8,0.6,0.023,-2.1,-1.3,-3.4,-0.5,,2015.0,1
Gary Neal,30.0,CHO,2.0,43.0,0.0,931.0,9.9,0.466,0.334,0.256,1.6,9.7,5.6,14.9,0.9,0.1,11.0,24.4,-0.6,0.7,0.1,0.006,-2.7,-1.5,-4.3,-0.6,,2015.0,1
Carl Landry,31.0,SAC,4.0,70.0,15.0,1192.0,14.9,0.578,0.0,0.407,9.8,15.5,12.8,3.6,0.6,1.1,11.0,18.1,2.3,0.5,2.8,0.112,-0.5,-1.7,-2.3,-0.1,,2015.0,4
Ramon Sessions,28.0,2TM,1.0,64.0,10.0,1188.0,11.1,0.49,0.18,0.518,2.3,11.2,6.9,23.0,1.2,0.0,17.3,18.7,0.4,0.7,1.1,0.044,-1.8,-0.9,-2.7,-0.2,,2015.0,5
Kendrick Perkins,30.0,2TM,5.0,68.0,3.0,1148.0,7.0,0.467,0.004,0.366,8.7,21.2,15.1,6.3,0.7,2.9,26.5,13.6,-1.2,1.3,0.1,0.006,-5.5,0.1,-5.4,-1.0,,2015.0,4
Kendrick Perkins,30.0,OKC,5.0,51.0,3.0,981.0,7.4,0.461,0.005,0.403,8.9,21.4,15.2,6.1,0.7,3.1,25.3,12.9,-0.8,1.2,0.3,0.017,-5.0,0.3,-4.6,-0.7,,2015.0,4
Ian Mahinmi,28.0,IND,5.0,61.0,6.0,1146.0,10.8,0.516,0.0,0.481,10.2,24.0,17.2,4.4,1.3,3.1,18.7,12.5,0.1,2.0,2.1,0.09,-3.6,1.2,-2.5,-0.1,,2015.0,4
Hassan Whiteside,25.0,MIA,5.0,48.0,32.0,1142.0,26.2,0.619,0.0,0.403,15.6,34.7,25.4,1.0,1.2,9.2,11.3,21.1,2.8,2.4,5.3,0.221,2.5,1.6,4.1,1.8,DPOY-15,2015.0,4
Robert Sacre,25.0,LAL,5.0,67.0,18.0,1133.0,10.9,0.449,0.003,0.268,8.4,14.6,11.4,7.4,1.3,3.1,9.5,14.8,0.3,0.6,0.8,0.035,-2.9,-0.6,-3.5,-0.4,,2015.0,4
